"","PHD1.SCH01.01_18S","PHD1.SCH01.02_18S","PHD1.SCH01.03_18S","PHD1.SCH01.04_18S","PHD1.SCH01.04rep_18S","PHD1.SCH01.05_18S","PHD1.SCH01.06_18S","PHD1.SCH01.07_18S","PHD1.SCH01.08_18S","PHD1.SCH01.09_18S","PHD1.SCH02.01_18S","PHD1.SCH02.02_18S","PHD1.SCH02.03_18S","PHD1.SCH02.04_18S","PHD1.SCH02.05_18S","PHD1.SCH02.06_18S","PHD1.SCH03.01_18S","PHD1.SCH03.02_18S","PHD1.SCH03.03_18S","PHD1.SCH03.04_18S","PHD1.SCH03.05_18S","PHD1.SCH03.05rep_18S","PHD1.SCH03.06_18S","PHD1.SCH03.07_18S","PHD1.SCH03.08_18S","PHD1.SCH03.09_18S","PHD1.SCH04.01_18S","PHD1.SCH04.02_18S","PHD1.SCH04.03_18S","PHD1.SCH04.04_18S","PHD1.SCH04.05_18S","PHD1.SCH04.06_18S","PHD1.SCH04.07_18S","PHD1.SCH04.08_18S","PHD1.SCH04.09_18S","PHD1.SCH04.09rep_18S","PHD1.SCH05.01_18S","PHD1.SCH05.02_18S","PHD1.SCH05.03_18S","PHD1.SCH06.01_18S","PHD1.SCH06.02_18S","PHD1.SCH06.03_18S","PHD1.SCH06.04_18S","PHD1.SCH06.06_18S","PHD1.SCH07.01_18S","PHD1.SCH07.02_18S","PHD1.SCH07.02rep_18S","PHD1.SCH07.03_18S","PHD1.SCH08.01_18S","PHD1.SCH08.02_18S","PHD1.SCH08.03_18S","PHD1.SCH08.04_18S","PHD1.SCH08.05_18S","PHD1.SCH08.06_18S","PHD1.SCH08.07_18S","PHD1.SCH08.08_18S","PHD1.SCH08.09_18S","PHD1.SW01.01_18S","PHD1.SW01.02_18S","PHD1.SW01.03_18S","PHD1.SW01.04_18S","PHD1.SW01.05_18S","PHD1.SW01.06_18S","PHD1.SW01.06rep_18S","PHD1.SW01.07_18S","PHD1.SW01.08_18S","PHD1.SW01.09_18S","PHD1.SW02.01_18S","PHD1.SW02.02_18S","PHD1.SW02.03_18S","PHD1.SW03.01_18S","PHD1.SW03.02_18S","PHD1.SW03.03_18S","PHD1.SW03.04_18S","PHD1.SW03.05_18S","PHD1.SW03.06_18S","PHD1.SW03.07_18S","PHD1.SW03.08_18S","PHD1.SW03.08rep_18S","PHD1.SW03.09_18S","PHD1.SW04.01_18S","PHD1.SW04.02_18S","PHD1.SW04.03_18S","PHD1.SW05.01_18S","PHD1.SW05.01rep_18S","PHD1.SW05.02_18S","PHD1.SW05.03_18S","PHD1.SW05.04_18S","PHD1.SW05.05_18S","PHD1.SW05.06_18S","PHD1.SW05.07_18S","PHD1.SW05.08_18S","PHD1.SW05.09_18S","PHD1.SW06.01_18S","PHD1.SW06.03_18S","PHD1.SW07.01_18S","PHD1.SW07.02_18S","PHD1.SW07.03_18S","PHD1.SW07.03rep_18S","PHD1.SW08.01_18S","PHD1.SW08.02_18S","PHD1.SW08.03_18S","PHD2.CN01.01_18S","PHD2.CN01.02_18S","PHD2.CN01.03_18S","PHD2.CN01.04_18S","PHD2.CN01.05_18S","PHD2.CN01.06_18S","PHD2.CN01.07_18S","PHD2.CN01.08_18S","PHD2.CN01.09_18S","PHD2.CN02.02_18S","PHD2.CN02.04_18S","PHD2.CN02.05_18S","PHD2.CN02.06_18S","PHD2.CN02.07_18S","PHD2.CN02.08_18S","PHD2.CN02.09_18S","PHD2.CN02.09rep_18S","PHD2.CN03.01_18S","PHD2.CN03.02_18S","PHD2.CN03.03_18S","PHD2.CN03.04_18S","PHD2.CN03.05_18S","PHD2.CN03.06_18S","PHD2.CN03.07_18S","PHD2.CN03.08_18S","PHD2.CN03.09_18S","PHD2.CN04.01_18S","PHD2.CN04.02_18S","PHD2.CN04.03_18S","PHD2.CN04.04_18S","PHD2.CN04.05_18S","PHD2.CN04.05rep_18S","PHD2.CN04.06_18S","PHD2.CN04.07_18S","PHD2.CN04.08_18S","PHD2.CN04.09_18S","PHD2.CN05.01_18S","PHD2.CN05.03_18S","PHD2.CN05.04_18S","PHD2.CN05.05_18S","PHD2.CN05.06_18S","PHD2.CN05.07_18S","PHD2.CN05.08_18S","PHD2.CN05.08rep_18S","PHD2.CN05.09_18S","PHD2.NE01.01_18S","PHD2.NE01.02_18S","PHD2.NE01.03_18S","PHD2.NE01.04_18S","PHD2.NE01.05_18S","PHD2.NE01.06_18S","PHD2.NE01.07_18S","PHD2.NE01.08_18S","PHD2.NE01.09_18S","PHD2.NE02.01_18S","PHD2.NE02.02_18S","PHD2.NE02.03_18S","PHD2.NE02.04_18S","PHD2.NE02.05_18S","PHD2.NE02.06_18S","PHD2.NE02.07_18S","PHD2.NE02.08_18S","PHD2.NE02.09_18S","PHD2.NE02.09rep_18S","PHD2.NE03.01_18S","PHD2.NE03.04_18S","PHD2.NE03.05_18S","PHD2.NE03.06_18S","PHD2.NE03.07_18S","PHD2.NE03.08_18S","PHD2.NE03.09_18S","PHD2.NE04.02_18S","PHD2.NE04.04_18S","PHD2.NE04.05_18S","PHD2.NE04.05rep_18S","PHD2.NE04.06_18S","PHD2.NE04.07_18S","PHD2.NE04.08_18S","PHD2.NE04.09_18S","PHD2.NE05.01_18S","PHD2.NE05.03_18S","PHD2.NE05.04_18S","PHD2.NE05.05_18S","PHD2.NE05.06_18S","PHD2.NE05.07_18S","PHD2.NE05.08_18S","PHD2.NE05.08rep_18S","PHD2.NE05.09_18S","PHD2.NW01.02_18S","PHD2.NW01.02rep_18S","PHD2.NW01.03_18S","PHD2.NW02.01_18S","PHD2.NW02.02_18S","PHD2.NW02.03_18S","PHD2.NW02.04_18S","PHD2.NW02.05_18S","PHD2.NW02.06_18S","PHD2.NW02.07_18S","PHD2.NW02.08_18S","PHD2.NW02.09_18S","PHD2.NW03.01_18S","PHD2.NW03.02_18S","PHD2.NW03.03_18S","PHD2.NW03.04_18S","PHD2.NW03.05_18S","PHD2.NW03.06_18S","PHD2.NW03.07_18S","PHD2.NW03.08_18S","PHD2.NW03.08rep_18S","PHD2.NW04.01_18S","PHD2.NW04.02_18S","PHD2.NW04.03_18S","PHD2.NW04.04_18S","PHD2.NW04.05_18S","PHD2.NW04.06_18S","PHD2.NW04.07_18S","PHD2.NW04.08_18S","PHD2.NW04.09_18S","PHD2.NW05.01_18S","PHD2.NW05.02_18S","PHD2.NW05.03_18S","PHD2.NW05.04_18S","PHD2.NW05.05_18S","PHD2.NW05.06_18S","PHD2.NW05.07_18S","PHD2.NW05.08_18S","PHD2.NW05.09_18S","PHD2.NW06.02_18S","PHD2.NW06.02rep_18S","PHD2.NW06.03_18S","PHD2.NW06.04_18S","PHD2.NW06.05_18S","PHD2.NW06.06_18S","PHD2.SCH01.04rep_18S","PHD2.SCH03.05rep_18S","PHD2.SCH04.09rep_18S","PHD2.SCH06.05_18S","PHD2.SCH07.02rep_18S","PHD2.SW01.06rep_18S","PHD2.SW03.08rep_18S"
"Raspaciona aculeata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raspailiinae",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhabditida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhabditophora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhacostoma atlanticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodella",0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodymeniophycidae",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,90,296,222,0,0,0,0,0,0,8,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,20,27,0,104,0,0,0,0,0,26,37,0,0,0,10,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,23,0,0,0,0,0,0,0,0,81,294,7,14,0,0,0,0,43,395,592,0,0,0,0,0,0,100,72,61,0,0,0,0,128,0,23,44,0,0,6,14,0,0,10,46,10,0,0,0,0,55,252,0,425,453,68,30,103,10,12,51,1169,398,489,643,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,16,0,0,0,0,10,0,0,0,0,0,0,0,0,25,81,158,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhopalonema velatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhopalura ophiocomae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhynchomolgidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,120,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Rubifabriciola markginsbergi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rugulopteryx okamurae",0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,20,0,0,42,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,10,18,412,116,260,329,30,30,43,0,6,0,0,0,0,0,0,0,0,0,0,0,20,13,18,0,0,0,0,0,0,0,0,0,0,0,0,66,76,78,113,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,16,110,165,75,0,0,0,0,0,0,0,13,29,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,14,0,13,53,49,21,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,24,18,65,22,6,12,9,95,76,46,108,106,15,34,45,128,0,10,0,0,0,0,0,0,0,1679,0,43,40,28,23,13,7,68,10,0,33,6,52,541,0,0,0,119,207,127,29,13,50,0,0,0,0,0,18,0
"Runcina adriatica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sabellaria alveolata",4,10,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,5,368,160,222,245,13,1036,0,7,0,13,0,0,0,0,0,0,0,0,0,0,14,24,78,0,0,0,0,0,0,0,0,0,0,55,50,0,0,0,0,67,1221,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,15,6,21,8,8,161,174,280,3196,950,1271,3355,3046,2934,333,102,345,97,109,143,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,263,249,23,514,78,478,414,68,75,302,136,3,0,0,8,1785,8,4,0,6,0,0,0,0,0,0,0,0,0,54,50,197,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,29,0
"Sabellidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,0,0,11,49,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sabussowia dioica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salmacina",4,9,5,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Salvatoria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,57,42,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"Salvatoria limbata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,114465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sarcinochrysidales",0,0,10,0,0,0,0,20,16,30,0,0,0,299,57,1869,41,36,0,366,39,28,26,0,0,0,0,0,0,0,0,0,104,13,209,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,54,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,230,39,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,22,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562,0,0,0,0,0,0,130,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0
"Sarcinochrysis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
