"","PHD1.SCH01.01_CO1","PHD1.SCH01.02_CO1","PHD1.SCH01.03_CO1","PHD1.SCH01.04_CO1","PHD1.SCH01.04rep_CO1","PHD1.SCH01.05_CO1","PHD1.SCH01.06_CO1","PHD1.SCH01.07_CO1","PHD1.SCH01.08_CO1","PHD1.SCH01.09_CO1","PHD1.SCH02.01_CO1","PHD1.SCH02.02_CO1","PHD1.SCH02.06_CO1","PHD1.SCH03.01_CO1","PHD1.SCH03.02_CO1","PHD1.SCH03.03_CO1","PHD1.SCH03.04_CO1","PHD1.SCH03.05_CO1","PHD1.SCH03.06_CO1","PHD1.SCH03.07_CO1","PHD1.SCH03.08_CO1","PHD1.SCH03.09_CO1","PHD1.SCH04.01_CO1","PHD1.SCH04.02_CO1","PHD1.SCH04.04_CO1","PHD1.SCH04.05_CO1","PHD1.SCH04.06_CO1","PHD1.SCH04.07_CO1","PHD1.SCH04.08_CO1","PHD1.SCH04.09_CO1","PHD1.SCH04.09rep_CO1","PHD1.SCH05.01_CO1","PHD1.SCH05.02_CO1","PHD1.SCH05.03_CO1","PHD1.SCH06.01_CO1","PHD1.SCH06.02_CO1","PHD1.SCH06.03_CO1","PHD1.SCH06.04_CO1","PHD1.SCH06.05_CO1","PHD1.SCH06.06_CO1","PHD1.SCH07.01_CO1","PHD1.SCH07.02_CO1","PHD1.SCH07.02rep_CO1","PHD1.SCH07.03_CO1","PHD1.SCH08.01_CO1","PHD1.SCH08.02_CO1","PHD1.SCH08.03_CO1","PHD1.SCH08.04_CO1","PHD1.SCH08.05_CO1","PHD1.SCH08.06_CO1","PHD1.SCH08.07_CO1","PHD1.SCH08.08_CO1","PHD1.SW01.01_CO1","PHD1.SW01.02_CO1","PHD1.SW01.03_CO1","PHD1.SW01.04_CO1","PHD1.SW01.05_CO1","PHD1.SW01.06_CO1","PHD1.SW01.06rep_CO1","PHD1.SW01.07_CO1","PHD1.SW01.08_CO1","PHD1.SW01.09_CO1","PHD1.SW02.01_CO1","PHD1.SW02.02_CO1","PHD1.SW02.03_CO1","PHD1.SW03.01_CO1","PHD1.SW03.02_CO1","PHD1.SW03.03_CO1","PHD1.SW03.04_CO1","PHD1.SW03.05_CO1","PHD1.SW03.06_CO1","PHD1.SW03.08_CO1","PHD1.SW03.08rep_CO1","PHD1.SW03.09_CO1","PHD1.SW04.02_CO1","PHD1.SW04.03_CO1","PHD1.SW05.01_CO1","PHD1.SW05.01rep_CO1","PHD1.SW05.02_CO1","PHD1.SW05.02rep_CO1","PHD1.SW05.03_CO1","PHD1.SW05.03rep_CO1","PHD1.SW05.04_CO1","PHD1.SW05.05_CO1","PHD1.SW05.06_CO1","PHD1.SW05.07_CO1","PHD1.SW05.08_CO1","PHD1.SW05.09_CO1","PHD1.SW06.01_CO1","PHD1.SW06.02_CO1","PHD1.SW06.03_CO1","PHD1.SW07.01_CO1","PHD1.SW07.02_CO1","PHD1.SW07.03_CO1","PHD1.SW07.03rep_CO1","PHD1.SW08.01_CO1","PHD1.SW08.02_CO1","PHD1.SW08.03_CO1","PHD2.CN01.01_CO1","PHD2.CN01.02_CO1","PHD2.CN01.02rep_CO1","PHD2.CN01.03_CO1","PHD2.CN01.04_CO1","PHD2.CN01.05_CO1","PHD2.CN01.06_CO1","PHD2.CN01.07_CO1","PHD2.CN01.08_CO1","PHD2.CN01.09_CO1","PHD2.CN02.01_CO1","PHD2.CN02.03_CO1","PHD2.CN02.04_CO1","PHD2.CN02.05_CO1","PHD2.CN02.06_CO1","PHD2.CN02.07_CO1","PHD2.CN02.08_CO1","PHD2.CN02.09_CO1","PHD2.CN02.09rep_CO1","PHD2.CN03.01_CO1","PHD2.CN03.02_CO1","PHD2.CN03.03_CO1","PHD2.CN03.04_CO1","PHD2.CN03.05_CO1","PHD2.CN03.06_CO1","PHD2.CN03.07_CO1","PHD2.CN03.08_CO1","PHD2.CN03.09_CO1","PHD2.CN04.01_CO1","PHD2.CN04.02_CO1","PHD2.CN04.04_CO1","PHD2.CN04.05_CO1","PHD2.CN04.05rep_CO1","PHD2.CN04.06_CO1","PHD2.CN04.07_CO1","PHD2.CN04.08_CO1","PHD2.CN04.09_CO1","PHD2.CN05.01_CO1","PHD2.CN05.02_CO1","PHD2.CN05.03_CO1","PHD2.CN05.04_CO1","PHD2.CN05.05_CO1","PHD2.CN05.06_CO1","PHD2.CN05.07_CO1","PHD2.CN05.08_CO1","PHD2.CN05.08rep_CO1","PHD2.CN05.09_CO1","PHD2.NE01.01_CO1","PHD2.NE01.02_CO1","PHD2.NE01.03_CO1","PHD2.NE01.04_CO1","PHD2.NE01.05_CO1","PHD2.NE01.06_CO1","PHD2.NE01.07_CO1","PHD2.NE01.08_CO1","PHD2.NE02.01_CO1","PHD2.NE02.02_CO1","PHD2.NE02.04_CO1","PHD2.NE02.05_CO1","PHD2.NE02.06_CO1","PHD2.NE02.07_CO1","PHD2.NE02.08_CO1","PHD2.NE02.09_CO1","PHD2.NE02.09rep_CO1","PHD2.NE03.01_CO1","PHD2.NE03.02_CO1","PHD2.NE03.03_CO1","PHD2.NE03.04_CO1","PHD2.NE03.05_CO1","PHD2.NE03.06_CO1","PHD2.NE03.07_CO1","PHD2.NE03.08_CO1","PHD2.NE03.09_CO1","PHD2.NE04.01_CO1","PHD2.NE04.02_CO1","PHD2.NE04.03_CO1","PHD2.NE04.04_CO1","PHD2.NE04.05_CO1","PHD2.NE04.05rep_CO1","PHD2.NE04.06_CO1","PHD2.NE04.07_CO1","PHD2.NE04.08_CO1","PHD2.NE04.09_CO1","PHD2.NE05.01_CO1","PHD2.NE05.02_CO1","PHD2.NE05.03_CO1","PHD2.NE05.04_CO1","PHD2.NE05.05_CO1","PHD2.NE05.06_CO1","PHD2.NE05.07_CO1","PHD2.NE05.08_CO1","PHD2.NE05.08rep_CO1","PHD2.NE05.09_CO1","PHD2.NW01.01_CO1","PHD2.NW01.02_CO1","PHD2.NW01.02rep_CO1","PHD2.NW01.03_CO1","PHD2.NW02.01_CO1","PHD2.NW02.02_CO1","PHD2.NW02.03_CO1","PHD2.NW02.04_CO1","PHD2.NW02.05_CO1","PHD2.NW02.06_CO1","PHD2.NW02.07_CO1","PHD2.NW02.08_CO1","PHD2.NW02.09_CO1","PHD2.NW03.02_CO1","PHD2.NW03.03_CO1","PHD2.NW03.04_CO1","PHD2.NW03.05_CO1","PHD2.NW03.06_CO1","PHD2.NW03.07_CO1","PHD2.NW03.08_CO1","PHD2.NW03.08rep_CO1","PHD2.NW03.09_CO1","PHD2.NW04.01_CO1","PHD2.NW04.02_CO1","PHD2.NW04.03_CO1","PHD2.NW04.04_CO1","PHD2.NW04.05_CO1","PHD2.NW04.06_CO1","PHD2.NW04.07_CO1","PHD2.NW04.08_CO1","PHD2.NW04.09_CO1","PHD2.NW05.01_CO1","PHD2.NW05.02_CO1","PHD2.NW05.03_CO1","PHD2.NW05.04_CO1","PHD2.NW05.05_CO1","PHD2.NW05.06_CO1","PHD2.NW05.07_CO1","PHD2.NW05.08_CO1","PHD2.NW05.09_CO1","PHD2.NW06.01_CO1","PHD2.NW06.02_CO1","PHD2.NW06.02rep_CO1","PHD2.NW06.03_CO1","PHD2.NW06.04_CO1","PHD2.NW06.05_CO1","PHD2.NW06.06_CO1","PHD2.SCH01.04rep_CO1","PHD2.SCH02.03_CO1","PHD2.SCH02.05_CO1","PHD2.SCH03.05rep_CO1","PHD2.SCH03.05rep2_CO1","PHD2.SCH04.09rep_CO1","PHD2.SCH07.02rep_CO1","PHD2.SW01.06rep_CO1","PHD2.SW03.08rep_CO1","PHD3.CN01.01rep_CO1","PHD3.CN01.02rep_CO1","PHD3.CN01.03rep_CO1","PHD3.CN01.04rep_CO1","PHD3.CN01.05rep_CO1","PHD3.CN01.06rep_CO1","PHD3.CN01.07rep_CO1","PHD3.CN01.08rep_CO1","PHD3.SCH01.04rep_CO1","PHD3.SCH03.05rep_CO1","PHD3.SCH04.09rep_CO1","PHD3.SCH07.02rep_CO1","PHD3.SW01.06rep_CO1","PHD3.SW03.08rep_CO1","PHD3.SW05.01rep_CO1","PHD3.SW07.03rep_CO1"
"Polygordius lacteus",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polyides rotunda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
"Polynoe scolopendrina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polysiphonia atlantica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polysiphonia elongata f. baltica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,202,58,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polysiphonia stricta",0,9,9,7,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,251,37,0,8,14,31,25,29,31,9,7,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"Porcellana platycheles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyra",8,0,0,16,45,7,0,0,7,0,0,0,0,2,4,7,0,0,5,0,0,7,0,0,0,7,0,0,0,0,0,236,49,0,451,87,133,653,340,484,172,13,4,96,1094,220,343,36,176,133,197,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,24,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,25,0,0,0,0,0,0,0,0,0,0,51,9,13,19,0,9,0,0,26,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,6,0,6,0,0,0,0,6,0,0,0,7,0,18,0,11,0,22,7,5,0,0,0,0,0,2,12,0,15,53,10,12,17,42,6,20,27,0,0,0,0,9,17,9,0,6,0,7,39,3,18,0,9,0,15,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,0,22,6,0,0,0,0,0,0,0,0,0,24,0,0,11,0,0,0,0
"Porphyra dioica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,58,0,0,0,0,0,11,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,14,0,10,0,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyra purpurea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,3,16,7,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Portunoidea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,393,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"Proceraea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proscoloplos cygnochaetus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Protodrilus ciliatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,22,0,45,123,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,21,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Protosuberites denhartogi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,21,0,486,116,10,8,0,0,0,0,66,63,130,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
"Protosuberites mereui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psamathe fusca",0,0,0,0,0,0,0,0,11,9,14,0,0,0,2,0,0,0,0,0,0,5,0,0,0,2,81,0,0,0,0,0,0,0,0,15,0,7,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,82,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psammechinus miliaris",0,0,4,10,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
